Type,text,text,obo id,doi,text,obo id,integer,integer,integer,obo id,float,float,float
507,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54235,26668,0,UBERON:0003509,45193.9375,56.75880989,0.13654268
506,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,49076,25928,0,UBERON:0003509,782.46875,12.82819161,0.261463351
505,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,27612,25846,0,UBERON:0003509,319.65625,7.075485849,0.190275443
504,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,49584,25824,0,UBERON:0003509,1720.96875,12.58967831,0.25118018
503,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57814,25813,0,UBERON:0003509,496,11.18033989,0.272946881
502,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48909,25797,0,UBERON:0003509,800.59375,9.727538229,0.412006079
501,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,61577,25729,0,UBERON:0003509,310.9375,8.94427191,0.341183602
500,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,20119,25849,0,UBERON:0003509,8429.625,38.48457483,0.118542869
499,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,49608,25690,0,UBERON:0003509,5835.21875,19.5,0.284661581
498,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39408,25610,0,UBERON:0003509,707.46875,12.67379186,0.256434699
497,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,19128,25589,0,UBERON:0003509,908.90625,14.70756608,0.1237477
496,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,60554,25583,0,UBERON:0003509,1011.625,10.9573035,0.136894994
495,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50872,25374,0,UBERON:0003509,310.59375,8.492643876,0.294372405
494,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50713,25351,0,UBERON:0003509,230.71875,7.778174593,0.272727273
493,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50790,25345,0,UBERON:0003509,357.5625,9.017344398,0.238493865
492,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31686,25205,0,UBERON:0003509,298.4375,7.956915231,0.259089453
491,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,27255,25198,0,UBERON:0003509,235.125,7.652613933,0.16334288
490,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46715,25216,0,UBERON:0003509,1247.5,15.54228104,0.12868124
489,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,61583,25475,0,UBERON:0003509,2424.65625,12.7008858,0.292618739
488,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46097,25025,0,UBERON:0003509,228.03125,6.823672032,0.155438328
487,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58220,26886,0,UBERON:0003509,58863.84375,45.26104837,0.091430413
485,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,43666,25038,0,UBERON:0003509,1009.59375,10.07782219,0.344629121
484,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,61791,25077,0,UBERON:0003509,1862.625,13.43968006,0.212091251
483,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,27470,25006,0,UBERON:0003509,3033.78125,17.10263138,0.093598524
482,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,19370,25053,0,UBERON:0003509,2659.96875,22.27386361,0.040468409
481,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58666,25064,0,UBERON:0003509,4056,16.25769049,0.213628805
480,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32157,24859,0,UBERON:0003509,2183.96875,23.81438641,0.270917917
479,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58355,24809,0,UBERON:0003509,185.96875,3.640054945,0.369854637
478,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,45931,24759,0,UBERON:0003509,1974.75,20.20210385,0.123749488
477,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52168,24633,0,UBERON:0003509,1071.375,12.64911064,0.15934436
476,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26202,24583,0,UBERON:0003509,528.6875,11.75265927,0.259655184
475,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52431,24561,0,UBERON:0003509,175.65625,6.485560886,0.154188669
474,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32531,24558,0,UBERON:0003509,3540.71875,30.12162844,0.257825114
473,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57038,24478,0,UBERON:0003509,769.71875,17.765838,0.293830961
472,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46500,24723,0,UBERON:0003509,4478.09375,21.52324325,0.172674589
471,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,19711,24410,0,UBERON:0003509,375.34375,9.617692031,0.082199494
470,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,60486,24714,0,UBERON:0003509,5561.59375,19.78004044,0.226093368
469,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28581,24405,0,UBERON:0003509,4496.28125,17.70946075,0.411570401
468,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34242,24292,0,UBERON:0003509,1216.78125,11.06797181,0.180701581
467,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33980,24259,0,UBERON:0003509,1125.75,14.68204686,0.132989796
466,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52398,24265,0,UBERON:0003509,1804.3125,12.82819161,0.191937767
465,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52159,24151,0,UBERON:0003509,1899.0625,21.46654374,0.067907437
464,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33817,24056,0,UBERON:0003509,1048.46875,13.28533026,0.351544548
463,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44654,24016,0,UBERON:0003509,615.125,12.75,0.138648388
462,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46574,23959,0,UBERON:0003509,1043.71875,11.87697352,0.273638734
461,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,62423,23837,0,UBERON:0003509,954.625,11.8559057,0.198929997
460,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29587,23771,0,UBERON:0003509,486.09375,9.280355597,0.351236671
459,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58894,23612,0,UBERON:0003509,7.34375,1.25,0.4
458,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52000,23670,0,UBERON:0003509,2804.84375,25.92778432,0.276109614
457,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,62917,23490,0,UBERON:0003509,1161.125,9.519716382,0.279161305
456,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36419,23443,0,UBERON:0003509,597.875,10.39831717,0.292487834
454,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31336,23366,0,UBERON:0003509,3477.90625,21.59282288,0.098921801
453,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36406,23311,0,UBERON:0003509,772.0625,13.46291202,0.158658166
452,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36545,23237,0,UBERON:0003509,1127.34375,16.72759696,0.510116552
451,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,24740,23036,0,UBERON:0003509,1449.15625,14.17965091,0.150638471
450,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39566,22619,0,UBERON:0003509,697.5,11.84535774,0.147737201
449,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,45242,22554,0,UBERON:0003509,866.71875,14.80076012,0.267070545
448,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44516,22523,0,UBERON:0003509,620.65625,12.73037706,0.285934574
447,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35507,22534,0,UBERON:0003509,2486.5,18.17278185,0.126831771
446,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32751,22432,0,UBERON:0003509,2680.5,20.71382389,0.31680304
445,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44984,22410,0,UBERON:0003509,991.1875,15.20690633,0.210533428
444,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33783,25813,0,UBERON:0003509,757368.3125,N/A,N/A
443,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33212,22327,0,UBERON:0003509,4537.125,25.34758371,0.272793589
442,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,45199,22264,0,UBERON:0003509,2408.15625,15.55032154,0.280769905
441,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,19653,22182,0,UBERON:0003509,798.46875,13.64047287,0.352542471
440,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34861,22066,0,UBERON:0003509,1223.71875,11.33854047,0.128564869
439,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37953,21989,0,UBERON:0003509,464.15625,11.49184493,0.12306236
438,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,62692,21933,0,UBERON:0003509,884.4375,10.39831717,0.168296463
437,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57591,22056,0,UBERON:0003509,14886.4375,41,0.115853659
436,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,51334,21907,0,UBERON:0003509,602.09375,12.41470902,0.24908592
435,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30244,21922,0,UBERON:0003509,898.6875,14.75847214,0.251822624
434,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,24084,21885,0,UBERON:0003509,419.34375,9.762812095,0.231884652
433,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37448,21857,0,UBERON:0003509,789.03125,12.69350227,0.157560928
432,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54601,21858,0,UBERON:0003509,1075.46875,13.80670127,0.242932899
431,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,38957,21748,0,UBERON:0003509,363.9375,9.5,0.105263158
430,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54758,21694,0,UBERON:0003509,447.5625,9.370832407,0.096190795
429,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30009,21731,0,UBERON:0003509,5018.34375,30.92329219,0.180775382
428,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,62369,21514,0,UBERON:0003509,3.125,0.790569415,0.632455532
427,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,62154,21692,0,UBERON:0003509,3872.96875,26.03003073,0.15185718
426,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,20730,21514,0,UBERON:0003509,604.34375,12.11662082,0.105207128
425,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47604,21411,0,UBERON:0003509,638.1875,10.81665383,0.228802158
424,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,62450,21409,0,UBERON:0003509,258.28125,4.828301979,0.258890187
423,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,62367,21323,0,UBERON:0003509,1.40625,0.901387819,0
422,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,25388,21310,0,UBERON:0003509,318,8.778524933,0.090057204
421,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32198,21284,0,UBERON:0003509,310.28125,8.778524933,0.19104018
420,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,45049,21260,0,UBERON:0003509,49.25,3.5,0.294507545
419,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32835,21159,0,UBERON:0003509,1392.28125,19.1196888,0.273025011
418,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,25484,21075,0,UBERON:0003509,362.875,10.0623059,0.234389146
417,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48444,21123,0,UBERON:0003509,1189.78125,12.36931688,0.202113021
416,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44039,21052,0,UBERON:0003509,1092.09375,16.14001239,0.12772932
415,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,22822,21028,0,UBERON:0003509,1037.8125,13.00961183,0.174013361
414,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30300,20824,0,UBERON:0003509,479.71875,10.84550598,0.134409402
413,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44595,21026,0,UBERON:0003509,7908.46875,24.01171589,0.248355022
412,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52936,20815,0,UBERON:0003509,2674,27.03932322,0.149083941
411,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37766,20678,0,UBERON:0003509,271.28125,8.400148808,0.239943897
410,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44294,20682,0,UBERON:0003509,792.21875,14.91014755,0.142273598
409,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32381,20669,0,UBERON:0003509,384.65625,9.334077351,0.305379788
408,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32280,20591,0,UBERON:0003509,748.4375,13.64734406,0.302117804
407,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,40981,20528,0,UBERON:0003509,41.25,2.5,0.223606798
406,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36752,20510,0,UBERON:0003509,435.28125,9.899494937,0.203602754
405,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50484,20442,0,UBERON:0003509,349,9.724325169,0.221154813
404,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58504,20965,0,UBERON:0003509,107539.3438,122.1500102,0.034793284
403,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,25834,20458,0,UBERON:0003509,935.5,16.62265021,0.117463966
402,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,41305,20347,0,UBERON:0003509,233.28125,7.814249804,0.127971338
401,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,45481,20410,0,UBERON:0003509,5035.8125,23.48536779,0.128181882
